"@timestamp","_id","_ignored","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","destination.address","destination.ip","destination.port","dns.answers.data","dns.answers.ttl","dns.header_flags","dns.id","dns.question.class","dns.question.name","dns.question.registered_domain","dns.question.subdomain","dns.question.top_level_domain","dns.question.type","dns.resolved_ip","dns.response_code","dns.type","ecs.version","event.category","event.created","event.dataset","event.duration","event.id","event.ingested","event.kind","event.module","event.original","event.outcome","event.type","fileset.name","host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","input.type","log.file.path","log.offset","network.community_id","network.direction","network.protocol","network.transport","related.ip","service.type","source.address","source.ip","source.port",tags,"zeek.dns.AA","zeek.dns.RA","zeek.dns.RD","zeek.dns.TC","zeek.dns.TTLs","zeek.dns.answers","zeek.dns.qclass","zeek.dns.qclass_name","zeek.dns.qtype","zeek.dns.qtype_name","zeek.dns.query","zeek.dns.rcode","zeek.dns.rcode_name","zeek.dns.rejected","zeek.dns.rtt","zeek.dns.trans_id","zeek.session_id"
"Oct 25, 2025 @ 04:37:59.055","X-M7GZoBfVQxV9_uHgT-","-",".ds-filebeat-8.19.4-2025.10.24-000002","-","5d10e147-1c21-4241-a286-3d5a0ba51804",logmonitor,"a7f056b0-7095-48c4-b0bf-641edc9206b7",logmonitor,filebeat,"8.19.4","224.0.0.251","224.0.0.251",5353,"fe80::6588:b5b4:d4a:6871, 192.168.56.1","60, 60",AA,0,IN,"ech-rog.local","ech-rog.local","-",local,"*","fe80::6588:b5b4:d4a:6871, 192.168.56.1",NOERROR,answer,"1.12.0",network,"Oct 25, 2025 @ 04:38:07.532","zeek.dns","1.7",CrmVgP3rBJaHQf0SP5,"Oct 25, 2025 @ 04:38:16.317",event,zeek,"{""ts"":1761359879.055909,""uid"":""CrmVgP3rBJaHQf0SP5"",""id.orig_h"":""192.168.56.1"",""id.orig_p"":5353,""id.resp_h"":""224.0.0.251"",""id.resp_p"":5353,""proto"":""udp"",""trans_id"":0,""rtt"":0.0017390251159667969,""query"":""ech-rog.local"",""qclass"":1,""qclass_name"":""C_INTERNET"",""qtype"":255,""qtype_name"":""*"",""rcode"":0,""rcode_name"":""NOERROR"",""AA"":true,""TC"":false,""RD"":false,""RA"":false,""Z"":0,""answers"":[""fe80::6588:b5b4:d4a:6871"",""192.168.56.1""],""TTLs"":[60.0,60.0],""rejected"":false}",success,"connection, info, protocol",dns,"x86_64",false,logmonitor,2864b54237be450b92a7c27ecc2a0d4e,"10.0.2.3, fe80::f5f1:e7:ed07:ea87, 192.168.56.4, fe80::a064:1e98:9a0a:734a","08-00-27-02-36-FB, 08-00-27-9D-74-3E",logmonitor,noble,debian,"6.8.0-86-generic",Ubuntu,Ubuntu,ubuntu,linux,"24.04.3 LTS (Noble Numbat)",log,"/opt/zeek/logs/current/dns.log","639,360","1:yE1mvMiAIq2FzsFZ4s/DHt9ThWk=",outbound,dns,udp,"192.168.56.1, 224.0.0.251",zeek,"192.168.56.1","192.168.56.1",5353,"zeek.dns, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",true,false,false,false,"60, 60","fe80::6588:b5b4:d4a:6871, 192.168.56.1",1,"C_INTERNET",255,"*","ech-rog.local",0,NOERROR,false,"0.002",0,CrmVgP3rBJaHQf0SP5
"Oct 25, 2025 @ 04:37:48.459","V-M6GZoBfVQxV9_u6QQ4","-",".ds-filebeat-8.19.4-2025.10.24-000002","-","5d10e147-1c21-4241-a286-3d5a0ba51804",logmonitor,"a7f056b0-7095-48c4-b0bf-641edc9206b7",logmonitor,filebeat,"8.19.4","192.168.56.3","192.168.56.3",53,"-","-",RD,33747,IN,"beacon.1.lab","1.lab",beacon,lab,A,"-",NXDOMAIN,answer,"1.12.0",network,"Oct 25, 2025 @ 04:37:52.524","zeek.dns","-",C0utbe25hWQ9mkoWDb,"Oct 25, 2025 @ 04:38:02.547",event,zeek,"{""ts"":1761359868.459115,""uid"":""C0utbe25hWQ9mkoWDb"",""id.orig_h"":""192.168.56.2"",""id.orig_p"":44541,""id.resp_h"":""192.168.56.3"",""id.resp_p"":53,""proto"":""udp"",""trans_id"":33747,""query"":""beacon.1.lab"",""qclass"":1,""qclass_name"":""C_INTERNET"",""qtype"":1,""qtype_name"":""A"",""rcode"":3,""rcode_name"":""NXDOMAIN"",""AA"":false,""TC"":false,""RD"":true,""RA"":false,""Z"":2,""rejected"":false}",failure,"connection, info, protocol",dns,"x86_64",false,logmonitor,2864b54237be450b92a7c27ecc2a0d4e,"10.0.2.3, fe80::f5f1:e7:ed07:ea87, 192.168.56.4, fe80::a064:1e98:9a0a:734a","08-00-27-02-36-FB, 08-00-27-9D-74-3E",logmonitor,noble,debian,"6.8.0-86-generic",Ubuntu,Ubuntu,ubuntu,linux,"24.04.3 LTS (Noble Numbat)",log,"/opt/zeek/logs/current/dns.log","639,002","1:UJlqtUEkn8i5/uwe+18Z3hsujgM=",internal,dns,udp,"192.168.56.2, 192.168.56.3",zeek,"192.168.56.2","192.168.56.2",44541,"zeek.dns, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",false,false,true,false,"-","-",1,"C_INTERNET",1,A,"beacon.1.lab",3,NXDOMAIN,false,"-",33747,C0utbe25hWQ9mkoWDb
"Oct 25, 2025 @ 04:37:01.780","UeM6GZoBfVQxV9_uOQRp","-",".ds-filebeat-8.19.4-2025.10.24-000002","-","5d10e147-1c21-4241-a286-3d5a0ba51804",logmonitor,"a7f056b0-7095-48c4-b0bf-641edc9206b7",logmonitor,filebeat,"8.19.4","ff02::fb","ff02::fb",5353,"fe80::6588:b5b4:d4a:6871, 192.168.56.1","60, 60",AA,0,IN,"ech-rog.local","ech-rog.local","-",local,"*","fe80::6588:b5b4:d4a:6871, 192.168.56.1",NOERROR,answer,"1.12.0",network,"Oct 25, 2025 @ 04:37:07.518","zeek.dns","1.1",CyBmtW2U8jI0Ht2cRc,"Oct 25, 2025 @ 04:37:17.543",event,zeek,"{""ts"":1761359821.780694,""uid"":""CyBmtW2U8jI0Ht2cRc"",""id.orig_h"":""fe80::6588:b5b4:d4a:6871"",""id.orig_p"":5353,""id.resp_h"":""ff02::fb"",""id.resp_p"":5353,""proto"":""udp"",""trans_id"":0,""rtt"":0.0011000633239746094,""query"":""ech-rog.local"",""qclass"":1,""qclass_name"":""C_INTERNET"",""qtype"":255,""qtype_name"":""*"",""rcode"":0,""rcode_name"":""NOERROR"",""AA"":true,""TC"":false,""RD"":false,""RA"":false,""Z"":0,""answers"":[""fe80::6588:b5b4:d4a:6871"",""192.168.56.1""],""TTLs"":[60.0,60.0],""rejected"":false}",success,"connection, info, protocol",dns,"x86_64",false,logmonitor,2864b54237be450b92a7c27ecc2a0d4e,"10.0.2.3, fe80::f5f1:e7:ed07:ea87, 192.168.56.4, fe80::a064:1e98:9a0a:734a","08-00-27-02-36-FB, 08-00-27-9D-74-3E",logmonitor,noble,debian,"6.8.0-86-generic",Ubuntu,Ubuntu,ubuntu,linux,"24.04.3 LTS (Noble Numbat)",log,"/opt/zeek/logs/current/dns.log","638,080","1:KLm6QgPlRwgF19py8dmuC4uMmkE=",external,dns,udp,"fe80::6588:b5b4:d4a:6871, ff02::fb",zeek,"fe80::6588:b5b4:d4a:6871","fe80::6588:b5b4:d4a:6871",5353,"zeek.dns, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",true,false,false,false,"60, 60","fe80::6588:b5b4:d4a:6871, 192.168.56.1",1,"C_INTERNET",255,"*","ech-rog.local",0,NOERROR,false,"0.001",0,CyBmtW2U8jI0Ht2cRc
"Oct 25, 2025 @ 04:37:01.780","UuM6GZoBfVQxV9_uOQRp","-",".ds-filebeat-8.19.4-2025.10.24-000002","-","5d10e147-1c21-4241-a286-3d5a0ba51804",logmonitor,"a7f056b0-7095-48c4-b0bf-641edc9206b7",logmonitor,filebeat,"8.19.4","224.0.0.251","224.0.0.251",5353,"fe80::6588:b5b4:d4a:6871, 192.168.56.1","60, 60",AA,0,IN,"ech-rog.local","ech-rog.local","-",local,"*","fe80::6588:b5b4:d4a:6871, 192.168.56.1",NOERROR,answer,"1.12.0",network,"Oct 25, 2025 @ 04:37:07.518","zeek.dns","2.3",C5xmy8j6CAUF22bc5,"Oct 25, 2025 @ 04:37:17.544",event,zeek,"{""ts"":1761359821.780058,""uid"":""C5xmy8j6CAUF22bc5"",""id.orig_h"":""192.168.56.1"",""id.orig_p"":5353,""id.resp_h"":""224.0.0.251"",""id.resp_p"":5353,""proto"":""udp"",""trans_id"":0,""rtt"":0.0022640228271484375,""query"":""ech-rog.local"",""qclass"":1,""qclass_name"":""C_INTERNET"",""qtype"":255,""qtype_name"":""*"",""rcode"":0,""rcode_name"":""NOERROR"",""AA"":true,""TC"":false,""RD"":false,""RA"":false,""Z"":0,""answers"":[""fe80::6588:b5b4:d4a:6871"",""192.168.56.1""],""TTLs"":[60.0,60.0],""rejected"":false}",success,"connection, info, protocol",dns,"x86_64",false,logmonitor,2864b54237be450b92a7c27ecc2a0d4e,"10.0.2.3, fe80::f5f1:e7:ed07:ea87, 192.168.56.4, fe80::a064:1e98:9a0a:734a","08-00-27-02-36-FB, 08-00-27-9D-74-3E",logmonitor,noble,debian,"6.8.0-86-generic",Ubuntu,Ubuntu,ubuntu,linux,"24.04.3 LTS (Noble Numbat)",log,"/opt/zeek/logs/current/dns.log","638,546","1:yE1mvMiAIq2FzsFZ4s/DHt9ThWk=",outbound,dns,udp,"192.168.56.1, 224.0.0.251",zeek,"192.168.56.1","192.168.56.1",5353,"zeek.dns, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",true,false,false,false,"60, 60","fe80::6588:b5b4:d4a:6871, 192.168.56.1",1,"C_INTERNET",255,"*","ech-rog.local",0,NOERROR,false,"0.002",0,C5xmy8j6CAUF22bc5
"Oct 25, 2025 @ 04:37:01.778","UOM6GZoBfVQxV9_uOQRo","-",".ds-filebeat-8.19.4-2025.10.24-000002","-","5d10e147-1c21-4241-a286-3d5a0ba51804",logmonitor,"a7f056b0-7095-48c4-b0bf-641edc9206b7",logmonitor,filebeat,"8.19.4","ff02::fb","ff02::fb",5353,"fe80::6588:b5b4:d4a:6871, 192.168.56.1","60, 60",AA,0,IN,"ech-rog.local","ech-rog.local","-",local,"*","fe80::6588:b5b4:d4a:6871, 192.168.56.1",NOERROR,answer,"1.12.0",network,"Oct 25, 2025 @ 04:37:07.518","zeek.dns","1.3",CyBmtW2U8jI0Ht2cRc,"Oct 25, 2025 @ 04:37:17.543",event,zeek,"{""ts"":1761359821.778064,""uid"":""CyBmtW2U8jI0Ht2cRc"",""id.orig_h"":""fe80::6588:b5b4:d4a:6871"",""id.orig_p"":5353,""id.resp_h"":""ff02::fb"",""id.resp_p"":5353,""proto"":""udp"",""trans_id"":0,""rtt"":0.0012979507446289063,""query"":""ech-rog.local"",""qclass"":1,""qclass_name"":""C_INTERNET"",""qtype"":255,""qtype_name"":""*"",""rcode"":0,""rcode_name"":""NOERROR"",""AA"":true,""TC"":false,""RD"":false,""RA"":false,""Z"":0,""answers"":[""fe80::6588:b5b4:d4a:6871"",""192.168.56.1""],""TTLs"":[60.0,60.0],""rejected"":false}",success,"connection, info, protocol",dns,"x86_64",false,logmonitor,2864b54237be450b92a7c27ecc2a0d4e,"10.0.2.3, fe80::f5f1:e7:ed07:ea87, 192.168.56.4, fe80::a064:1e98:9a0a:734a","08-00-27-02-36-FB, 08-00-27-9D-74-3E",logmonitor,noble,debian,"6.8.0-86-generic",Ubuntu,Ubuntu,ubuntu,linux,"24.04.3 LTS (Noble Numbat)",log,"/opt/zeek/logs/current/dns.log","637,614","1:KLm6QgPlRwgF19py8dmuC4uMmkE=",external,dns,udp,"fe80::6588:b5b4:d4a:6871, ff02::fb",zeek,"fe80::6588:b5b4:d4a:6871","fe80::6588:b5b4:d4a:6871",5353,"zeek.dns, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",true,false,false,false,"60, 60","fe80::6588:b5b4:d4a:6871, 192.168.56.1",1,"C_INTERNET",255,"*","ech-rog.local",0,NOERROR,false,"0.001",0,CyBmtW2U8jI0Ht2cRc
"Oct 25, 2025 @ 04:37:01.777","T-M6GZoBfVQxV9_uOQRo","-",".ds-filebeat-8.19.4-2025.10.24-000002","-","5d10e147-1c21-4241-a286-3d5a0ba51804",logmonitor,"a7f056b0-7095-48c4-b0bf-641edc9206b7",logmonitor,filebeat,"8.19.4","224.0.0.251","224.0.0.251",5353,"fe80::6588:b5b4:d4a:6871, 192.168.56.1","60, 60",AA,0,IN,"ech-rog.local","ech-rog.local","-",local,"*","fe80::6588:b5b4:d4a:6871, 192.168.56.1",NOERROR,answer,"1.12.0",network,"Oct 25, 2025 @ 04:37:07.517","zeek.dns","1.9",C5xmy8j6CAUF22bc5,"Oct 25, 2025 @ 04:37:17.543",event,zeek,"{""ts"":1761359821.777177,""uid"":""C5xmy8j6CAUF22bc5"",""id.orig_h"":""192.168.56.1"",""id.orig_p"":5353,""id.resp_h"":""224.0.0.251"",""id.resp_p"":5353,""proto"":""udp"",""trans_id"":0,""rtt"":0.0018579959869384766,""query"":""ech-rog.local"",""qclass"":1,""qclass_name"":""C_INTERNET"",""qtype"":255,""qtype_name"":""*"",""rcode"":0,""rcode_name"":""NOERROR"",""AA"":true,""TC"":false,""RD"":false,""RA"":false,""Z"":0,""answers"":[""fe80::6588:b5b4:d4a:6871"",""192.168.56.1""],""TTLs"":[60.0,60.0],""rejected"":false}",success,"connection, info, protocol",dns,"x86_64",false,logmonitor,2864b54237be450b92a7c27ecc2a0d4e,"10.0.2.3, fe80::f5f1:e7:ed07:ea87, 192.168.56.4, fe80::a064:1e98:9a0a:734a","08-00-27-02-36-FB, 08-00-27-9D-74-3E",logmonitor,noble,debian,"6.8.0-86-generic",Ubuntu,Ubuntu,ubuntu,linux,"24.04.3 LTS (Noble Numbat)",log,"/opt/zeek/logs/current/dns.log","637,158","1:yE1mvMiAIq2FzsFZ4s/DHt9ThWk=",outbound,dns,udp,"192.168.56.1, 224.0.0.251",zeek,"192.168.56.1","192.168.56.1",5353,"zeek.dns, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",true,false,false,false,"60, 60","fe80::6588:b5b4:d4a:6871, 192.168.56.1",1,"C_INTERNET",255,"*","ech-rog.local",0,NOERROR,false,"0.002",0,C5xmy8j6CAUF22bc5
"Oct 25, 2025 @ 04:33:46.959","O-M3GZoBfVQxV9_uZgSp","-",".ds-filebeat-8.19.4-2025.10.24-000002","-","5d10e147-1c21-4241-a286-3d5a0ba51804",logmonitor,"a7f056b0-7095-48c4-b0bf-641edc9206b7",logmonitor,filebeat,"8.19.4","ff02::1:3","ff02::1:3",5355,"-","-","-",57220,IN,"win-sivms1g7j74","-","-","-","*","-","-",query,"1.12.0",network,"Oct 25, 2025 @ 04:34:02.499","zeek.dns","-",CnESSG147QrCPhsX23,"Oct 25, 2025 @ 04:34:12.519",event,zeek,"{""ts"":1761359626.959277,""uid"":""CnESSG147QrCPhsX23"",""id.orig_h"":""fe80::3aca:a7f1:9332:a384"",""id.orig_p"":52191,""id.resp_h"":""ff02::1:3"",""id.resp_p"":5355,""proto"":""udp"",""trans_id"":57220,""query"":""win-sivms1g7j74"",""qclass"":1,""qclass_name"":""C_INTERNET"",""qtype"":255,""qtype_name"":""*"",""AA"":false,""TC"":false,""RD"":false,""RA"":false,""Z"":0,""rejected"":false}","-","connection, info, protocol",dns,"x86_64",false,logmonitor,2864b54237be450b92a7c27ecc2a0d4e,"10.0.2.3, fe80::f5f1:e7:ed07:ea87, 192.168.56.4, fe80::a064:1e98:9a0a:734a","08-00-27-02-36-FB, 08-00-27-9D-74-3E",logmonitor,noble,debian,"6.8.0-86-generic",Ubuntu,Ubuntu,ubuntu,linux,"24.04.3 LTS (Noble Numbat)",log,"/opt/zeek/logs/current/dns.log","636,485","1:KxjUZHqBx/ULfecWGN8m8nzzLsY=",external,dns,udp,"fe80::3aca:a7f1:9332:a384, ff02::1:3",zeek,"fe80::3aca:a7f1:9332:a384","fe80::3aca:a7f1:9332:a384",52191,"zeek.dns, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",false,false,false,false,"-","-",1,"C_INTERNET",255,"*","win-sivms1g7j74","-","-",false,"-",57220,CnESSG147QrCPhsX23
"Oct 25, 2025 @ 04:33:46.959","POM3GZoBfVQxV9_uZgSp","-",".ds-filebeat-8.19.4-2025.10.24-000002","-","5d10e147-1c21-4241-a286-3d5a0ba51804",logmonitor,"a7f056b0-7095-48c4-b0bf-641edc9206b7",logmonitor,filebeat,"8.19.4","224.0.0.252","224.0.0.252",5355,"-","-","-",57220,IN,"win-sivms1g7j74","-","-","-","*","-","-",query,"1.12.0",network,"Oct 25, 2025 @ 04:34:02.499","zeek.dns","-",CP0wTt2TCOLfPywx87,"Oct 25, 2025 @ 04:34:12.520",event,zeek,"{""ts"":1761359626.959507,""uid"":""CP0wTt2TCOLfPywx87"",""id.orig_h"":""192.168.56.3"",""id.orig_p"":52191,""id.resp_h"":""224.0.0.252"",""id.resp_p"":5355,""proto"":""udp"",""trans_id"":57220,""query"":""win-sivms1g7j74"",""qclass"":1,""qclass_name"":""C_INTERNET"",""qtype"":255,""qtype_name"":""*"",""AA"":false,""TC"":false,""RD"":false,""RA"":false,""Z"":0,""rejected"":false}","-","connection, info, protocol",dns,"x86_64",false,logmonitor,2864b54237be450b92a7c27ecc2a0d4e,"10.0.2.3, fe80::f5f1:e7:ed07:ea87, 192.168.56.4, fe80::a064:1e98:9a0a:734a","08-00-27-02-36-FB, 08-00-27-9D-74-3E",logmonitor,noble,debian,"6.8.0-86-generic",Ubuntu,Ubuntu,ubuntu,linux,"24.04.3 LTS (Noble Numbat)",log,"/opt/zeek/logs/current/dns.log","636,827","1:L/Ml9AjaiWUN6NrrJXndynKjhV0=",outbound,dns,udp,"192.168.56.3, 224.0.0.252",zeek,"192.168.56.3","192.168.56.3",52191,"zeek.dns, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",false,false,false,false,"-","-",1,"C_INTERNET",255,"*","win-sivms1g7j74","-","-",false,"-",57220,CP0wTt2TCOLfPywx87
"Oct 25, 2025 @ 04:33:46.958","NeM3GZoBfVQxV9_uLAQQ","-",".ds-filebeat-8.19.4-2025.10.24-000002","-","5d10e147-1c21-4241-a286-3d5a0ba51804",logmonitor,"a7f056b0-7095-48c4-b0bf-641edc9206b7",logmonitor,filebeat,"8.19.4","ff02::fb","ff02::fb",5353,"fe80::3aca:a7f1:9332:a384, 192.168.56.3","60, 60",AA,0,IN,"win-sivms1g7j74.local","win-sivms1g7j74.local","-",local,"*","fe80::3aca:a7f1:9332:a384, 192.168.56.3",NOERROR,answer,"1.12.0",network,"Oct 25, 2025 @ 04:33:47.495","zeek.dns","0.2",CWSF0N2Sj03dkfEoe8,"Oct 25, 2025 @ 04:33:57.518",event,zeek,"{""ts"":1761359626.958111,""uid"":""CWSF0N2Sj03dkfEoe8"",""id.orig_h"":""fe80::3aca:a7f1:9332:a384"",""id.orig_p"":5353,""id.resp_h"":""ff02::fb"",""id.resp_p"":5353,""proto"":""udp"",""trans_id"":0,""rtt"":0.00023603439331054688,""query"":""win-sivms1g7j74.local"",""qclass"":1,""qclass_name"":""C_INTERNET"",""qtype"":255,""qtype_name"":""*"",""rcode"":0,""rcode_name"":""NOERROR"",""AA"":true,""TC"":false,""RD"":false,""RA"":false,""Z"":0,""answers"":[""fe80::3aca:a7f1:9332:a384"",""192.168.56.3""],""TTLs"":[60.0,60.0],""rejected"":false}",success,"connection, info, protocol",dns,"x86_64",false,logmonitor,2864b54237be450b92a7c27ecc2a0d4e,"10.0.2.3, fe80::f5f1:e7:ed07:ea87, 192.168.56.4, fe80::a064:1e98:9a0a:734a","08-00-27-02-36-FB, 08-00-27-9D-74-3E",logmonitor,noble,debian,"6.8.0-86-generic",Ubuntu,Ubuntu,ubuntu,linux,"24.04.3 LTS (Noble Numbat)",log,"/opt/zeek/logs/current/dns.log","635,545","1:gWnvdNAm9Itx7TG98mnwlGSsA10=",external,dns,udp,"fe80::3aca:a7f1:9332:a384, ff02::fb",zeek,"fe80::3aca:a7f1:9332:a384","fe80::3aca:a7f1:9332:a384",5353,"zeek.dns, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",true,false,false,false,"60, 60","fe80::3aca:a7f1:9332:a384, 192.168.56.3",1,"C_INTERNET",255,"*","win-sivms1g7j74.local",0,NOERROR,false,0,0,CWSF0N2Sj03dkfEoe8
"Oct 25, 2025 @ 04:33:46.957","NuM3GZoBfVQxV9_uLAQQ","-",".ds-filebeat-8.19.4-2025.10.24-000002","-","5d10e147-1c21-4241-a286-3d5a0ba51804",logmonitor,"a7f056b0-7095-48c4-b0bf-641edc9206b7",logmonitor,filebeat,"8.19.4","224.0.0.251","224.0.0.251",5353,"fe80::3aca:a7f1:9332:a384, 192.168.56.3","60, 60",AA,0,IN,"win-sivms1g7j74.local","win-sivms1g7j74.local","-",local,"*","fe80::3aca:a7f1:9332:a384, 192.168.56.3",NOERROR,answer,"1.12.0",network,"Oct 25, 2025 @ 04:33:47.496","zeek.dns","1.1",CvwcBy19KpwWnz2I41,"Oct 25, 2025 @ 04:33:57.518",event,zeek,"{""ts"":1761359626.957771,""uid"":""CvwcBy19KpwWnz2I41"",""id.orig_h"":""192.168.56.3"",""id.orig_p"":5353,""id.resp_h"":""224.0.0.251"",""id.resp_p"":5353,""proto"":""udp"",""trans_id"":0,""rtt"":0.0011138916015625,""query"":""win-sivms1g7j74.local"",""qclass"":1,""qclass_name"":""C_INTERNET"",""qtype"":255,""qtype_name"":""*"",""rcode"":0,""rcode_name"":""NOERROR"",""AA"":true,""TC"":false,""RD"":false,""RA"":false,""Z"":0,""answers"":[""fe80::3aca:a7f1:9332:a384"",""192.168.56.3""],""TTLs"":[60.0,60.0],""rejected"":false}",success,"connection, info, protocol",dns,"x86_64",false,logmonitor,2864b54237be450b92a7c27ecc2a0d4e,"10.0.2.3, fe80::f5f1:e7:ed07:ea87, 192.168.56.4, fe80::a064:1e98:9a0a:734a","08-00-27-02-36-FB, 08-00-27-9D-74-3E",logmonitor,noble,debian,"6.8.0-86-generic",Ubuntu,Ubuntu,ubuntu,linux,"24.04.3 LTS (Noble Numbat)",log,"/opt/zeek/logs/current/dns.log","636,022","1:Ju33dXdpofeNpO92tRM1ihEp5Ww=",outbound,dns,udp,"192.168.56.3, 224.0.0.251",zeek,"192.168.56.3","192.168.56.3",5353,"zeek.dns, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",true,false,false,false,"60, 60","fe80::3aca:a7f1:9332:a384, 192.168.56.3",1,"C_INTERNET",255,"*","win-sivms1g7j74.local",0,NOERROR,false,"0.001",0,CvwcBy19KpwWnz2I41
"Oct 25, 2025 @ 04:33:46.956","M-M3GZoBfVQxV9_uLAQQ","-",".ds-filebeat-8.19.4-2025.10.24-000002","-","5d10e147-1c21-4241-a286-3d5a0ba51804",logmonitor,"a7f056b0-7095-48c4-b0bf-641edc9206b7",logmonitor,filebeat,"8.19.4","224.0.0.251","224.0.0.251",5353,"fe80::3aca:a7f1:9332:a384, 192.168.56.3","60, 60",AA,0,IN,"win-sivms1g7j74.local","win-sivms1g7j74.local","-",local,"*","fe80::3aca:a7f1:9332:a384, 192.168.56.3",NOERROR,answer,"1.12.0",network,"Oct 25, 2025 @ 04:33:47.495","zeek.dns","0.7",CvwcBy19KpwWnz2I41,"Oct 25, 2025 @ 04:33:57.518",event,zeek,"{""ts"":1761359626.9563,""uid"":""CvwcBy19KpwWnz2I41"",""id.orig_h"":""192.168.56.3"",""id.orig_p"":5353,""id.resp_h"":""224.0.0.251"",""id.resp_p"":5353,""proto"":""udp"",""trans_id"":0,""rtt"":0.0006709098815917969,""query"":""win-sivms1g7j74.local"",""qclass"":1,""qclass_name"":""C_INTERNET"",""qtype"":255,""qtype_name"":""*"",""rcode"":0,""rcode_name"":""NOERROR"",""AA"":true,""TC"":false,""RD"":false,""RA"":false,""Z"":0,""answers"":[""fe80::3aca:a7f1:9332:a384"",""192.168.56.3""],""TTLs"":[60.0,60.0],""rejected"":false}",success,"connection, info, protocol",dns,"x86_64",false,logmonitor,2864b54237be450b92a7c27ecc2a0d4e,"10.0.2.3, fe80::f5f1:e7:ed07:ea87, 192.168.56.4, fe80::a064:1e98:9a0a:734a","08-00-27-02-36-FB, 08-00-27-9D-74-3E",logmonitor,noble,debian,"6.8.0-86-generic",Ubuntu,Ubuntu,ubuntu,linux,"24.04.3 LTS (Noble Numbat)",log,"/opt/zeek/logs/current/dns.log","634,604","1:Ju33dXdpofeNpO92tRM1ihEp5Ww=",outbound,dns,udp,"192.168.56.3, 224.0.0.251",zeek,"192.168.56.3","192.168.56.3",5353,"zeek.dns, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",true,false,false,false,"60, 60","fe80::3aca:a7f1:9332:a384, 192.168.56.3",1,"C_INTERNET",255,"*","win-sivms1g7j74.local",0,NOERROR,false,"0.001",0,CvwcBy19KpwWnz2I41
